zip_code,median_price,median_price_sqft,listing_count,median_house_size,zhvi_current,growth_1yr,growth_5yr,log_median_price,price_to_zhvi
10603,395500.0,311.536,34,914.0,652949.0099114138,0.06542661284589368,0.31750812133858,12.887909,0.6057134538785163
10604,895000.0,376.66602,19,2950.0,918310.0297340732,0.02602887364196907,0.3232742918702863,13.70458,0.9746163833789081
10605,333500.0,265.68573,52,1200.0,975566.4585052836,0.034802227863508,0.35285596212468723,12.7174015,0.3418526714325263
10606,420000.0,324.12817,22,897.0,753144.0262577987,0.025035294080941746,0.2391096078509637,12.948012,0.5576622602809246
10607,787499.5,342.02774,16,2703.5,807235.6772622903,0.07564519742316532,0.3734545428233555,13.576619,0.9755509105727032
10701,287000.0,283.55386,89,1000.0,605706.1354208249,0.04961690418463042,0.2643891880249851,12.567241,0.4738271303799849
10703,397499.5,286.33014,46,1200.0,607610.3802323542,0.06760138017229127,0.2897078955059988,12.892951,0.6542012989442241
10704,249900.0,236.36363,55,938.0,654702.9143026755,0.059985945658120154,0.29491660224401506,12.42882,0.3816998436094769
10705,249000.0,207.5,39,1200.0,688191.9696485079,0.04720213695814546,0.28854088293647767,12.425212,0.36181764824599166
10706,812000.0,465.18433,10,1522.5,1091997.5489012948,0.1076631382836752,0.43473051172613575,13.607257,0.7435914126519677
10707,722500.0,371.88354,20,1552.5,878522.2329296238,0.031813252619866346,0.15311001740805824,13.490474,0.822403774109013
10708,404000.0,338.67032,128,1288.0,949632.478505448,0.08719782205346686,0.20520690725075888,12.909173,0.4254277408833193
10709,735000.0,405.84415,13,1554.0,982557.8643125437,0.08913889779671072,0.31112453693076786,13.5076275,0.7480475468121667
10710,335500.0,286.87738,69,1250.0,741269.897515797,0.05563553604295039,0.31061508966130513,12.72338,0.4526016787196599
