zip_code,zhvi_current,zhvi_1yr_ago,growth_1yr,growth_5yr
92154,746720.273485112,763842.2671364498,-0.022415614306767865,0.28404705188067036
77429,379633.3293877333,385780.05138448504,-0.015933229244727436,0.28067199917252417
10458,424406.9004555742,400680.1804960381,0.059216105798301916,-0.12576467025888427
92376,566146.2678196351,569448.8101697495,-0.005799542103055708,0.3389456964431584
60804,264518.5135090647,258109.9154188645,0.02482894963488801,0.2699660003022173
11377,554014.0355710966,538838.0475394456,0.02816428442822619,-0.13530818563217667
79938,252439.57940870617,248297.05904547675,0.016683727061264517,0.3684130022703749
92804,940831.1037521672,939596.9874246572,0.0013134528356594393,0.36419256548943785
91710,769428.4502117164,772879.0422244519,-0.004464595136134462,0.31794742832278206
93722,401096.2912597451,399455.76588095794,0.004106901236408808,0.3098176963216085
94112,1130433.057142625,1111614.7621949604,0.01692879186896249,-0.07547714693770916
99301,418126.284677374,420394.944405331,-0.005396496218968838,0.26635235328095114
11235,603623.4674237048,593314.7167135394,0.01737484410848108,-0.08807902309599304
60632,272613.7883810425,267262.680713695,0.020021903743006476,0.24478684673487966
77584,387330.314617269,391459.4767392964,-0.010548121497585708,0.28252541060672787
11229,767699.6134787122,745363.827234384,0.029966286836327134,0.022079743672943103
95823,428722.24377872626,438546.39827514347,-0.022401630785378254,0.17628935001311385
78130,307345.4703102363,316822.00927368697,-0.02991123939014075,0.11146159127205717
60617,167825.97023958628,163570.3288869657,0.026017196282349123,0.1521499512217503
22193,508663.8253497112,508209.0108664126,0.0008949358897103912,0.245720124863314
11233,1011666.014663468,910748.0885383434,0.11080772761992551,0.21823736649082165
75217,196377.70369303203,209422.93066422557,-0.06229130176823551,0.18349110315607584
10453,574684.6922932359,537034.0817598632,0.07010841920868692,0.2895247312315923
27587,512239.398479261,520891.7906372598,-0.016610728588011343,0.3579082906105558
73099,273355.4016601774,269863.9742124457,0.012937730787967642,0.3230978098445869
77379,364584.57741514454,366838.782246138,-0.006144946881545871,0.28225131428741435
96706,830535.5226931112,840363.6886668681,-0.011695134031014695,0.18090611661622122
11204,1232591.048198672,1158891.294770762,0.06359505309985809,0.2634232313768479
37042,292146.2001721587,293701.7341785033,-0.005296305146768912,0.4030943047712057
85142,584322.7362234013,589512.9960508327,-0.008804317906816529,0.2908315483969707
30024,615385.5437713951,628958.7626419304,-0.021580459128228358,0.4914521427113088
10468,264783.5453534298,260959.690640938,0.014653047384828293,-0.12732249648884786
79928,260330.86803787123,259156.3326732643,0.004532149967131063,0.3842126385032222
95035,1501879.064214523,1549788.7142509783,-0.03091366558286648,0.2937125895148098
91744,740933.9512902754,746934.8889579544,-0.008034084036495881,0.2799662786989715
60608,355869.8041200034,352904.91878729506,0.008401371516432098,0.04980325360129484
11355,600345.376082725,591418.7661633084,0.015093552031373482,-0.0602825479354937
92509,636878.4348891851,643648.3200569701,-0.010517987784363017,0.3258320012579648
78666,313971.50766407204,328133.47285492,-0.043159160410036916,0.11078807537004601
11203,727299.1879097637,694118.5220677201,0.047802593918976836,0.186332350712317
93257,326611.3213358952,325288.0439384827,0.004068017322096133,0.29291991983718024
93550,449597.7596170706,458222.2144538291,-0.01882155549145141,0.266147616791931
60625,402405.56126262224,386156.22782371,0.042079687618894135,0.15980980491901864
10457,506798.8043315465,482615.232733775,0.050109424563297755,-0.04379694208407822
66062,438495.4400691616,420301.3444947523,0.043288216449273,0.3431843219544356
92592,772093.2161847128,783571.1751437354,-0.014648265943316589,0.33058925508086345
60623,210706.84388115272,213442.0388191256,-0.012814696453919869,0.2003539937989535
95630,763756.2955468092,780293.7544090105,-0.021193888543586607,0.13673876359643383
10452,319064.6219160203,293462.37070879346,0.08724202406390384,-0.06010861062030807
28269,359428.4790994769,368158.2229188346,-0.0237119349125126,0.33676962785804404
92880,954168.886051735,951185.743110368,0.0031362359696563043,0.39489421246519185
94544,840337.908728173,902626.9372198964,-0.06900860801204807,0.07097163237480648
90706,801972.5432220446,801519.0255196993,0.0005658227539280343,0.2482790145791075
